node,node_type,layer,is_endpoint,is_latent,is_rare_signal,recommended_use,value_type,severity_weight,observability,rarity_weight,node_priority_weight
reg__KEAP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CNOT4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GRN,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NOTCH1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TLR4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GJA1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DNAJB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__WDR7,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCND3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CNPY3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HADH,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DLGAP5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DNM1L,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ZDHHC6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PAFAH1B3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GAA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FDPS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IL1B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LRP10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DUSP14,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MVP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PARP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CHERP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SUZ12,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GMNN,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIT,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RAE1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__THAP11,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ALAS1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ATF3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EXOSC4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PDHX,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ARL4C,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TRAP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TATDN2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IKBKE,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ECH1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NFKB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__VPS28,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__UBE2S,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PARP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TMEM97,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRKCQ,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CLTB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ST7,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KDM3A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ABCF3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDK7,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SOCS2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ERBB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CES1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__WRB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IDI1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TEX10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PYCR1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DERA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NCAPH,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PPP2R3C,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__E2F2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RPP38,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__JUN,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TPX2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ADGRE5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SLC5A6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NARFL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SQLE,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TP53BP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DCK,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__POLG2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ICAM1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ZWINT,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__C2CD2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RRP12,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDKN1B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIAA0753,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PGM1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CENPA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NNT,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SMNDC1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KPNA2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CRYZ,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DYRK3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__POP4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GFOD1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ARHGEF2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRAF2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PCCB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TSPAN4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIAA0907,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KDM5A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__INPP4B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PFN1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AMDHD2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RPN1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TES,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AKR7A2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IKZF1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HDAC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GADD45B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MCM10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CBR3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ETFB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PLSCR1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PTK2B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PPARG,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PPARD,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DHDDS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BLMH,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HLA-DMA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BAMBI,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CYP51A1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RPA1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EGR1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MCM2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LGMN,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DHCR7,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BLCAP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SMARCD2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SHB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GINS2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MPC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RALA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__STAP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HDAC6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DMTF1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CSTA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AGL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RBKS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ADGRG1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ATF6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ELAC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GTF2A2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SMAD3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SMC1A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DTL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PLCB3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NOP16,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MVD,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TMEM2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NOLC1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LPL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PSMD2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__VAPB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HSD17B10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CLTC,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DDIT3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIAA0355,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCNA1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HSD17B11,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TBP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIF18B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RPA3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FABP5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RNF167,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PTPN6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FOXJ3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PXN,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ADO,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PLOD3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MSRA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ADRB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KAT6A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MICALL1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EIF5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SERPINE1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RNH1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GNAI1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LRPAP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ARFIP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LSS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TACC3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HACD3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MLLT11,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AKAP8L,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ZNF274,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RPS6KA1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DUSP6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GRB10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CRIP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FIS1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MCM6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__C5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GABPB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MRPS7,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RAN,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CHMP4A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HLA-DRA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PSMD9,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LAMA3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PAICS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CSK,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DENND2D,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__USP6NL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ASCC3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MOK,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ID2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FKBP14,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ICMT,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ICAM3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PER1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PTPRK,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
